title,genres,platforms,playtime,rating,released,summary,tags
Heavy Fire: Afghanistan,"Action, Shooter","Wii, PlayStation 3, PC",2,62,2011-11-08,"heavy fire afghanistan. Genres: Action, Shooter. Available on: Wii, PlayStation 3, PC. Released: 2011-11-08","Singleplayer, Steam Achievements, Steam Cloud, steam-trading-cards, First-Person, Partial Controller Support, Steam Leaderboards, Split Screen"
Zen Pinball 2,"Simulation, Arcade, Casual","Wii U, PlayStation 3, PlayStation 4, macOS",1,63,2012-07-19,"zen pinball 2. Genres: Simulation, Arcade, Casual. Available on: Wii U, PlayStation 3, PlayStation 4, macOS. Released: 2012-07-19","Multiplayer, Fantasy, Zombies, Epic, balance, defense, Pinball, plants"
Unplagued,"Simulation, Casual, Indie",PC,1,31,,"unplagued. Genres: Simulation, Casual, Indie. Available on: PC","Singleplayer, Multiplayer, Atmospheric, Co-op, cooperative, First-Person, Horror, Online Co-Op"
Fallout: London,,PC,1,53,,fallout london. Available on: PC,"role-playing, Story, character, city, Soundtrack, weapons, secrets, Mod"
Venba,"Adventure, Simulation, Arcade, Casual, Indie","PC, Xbox Series S/X, Nintendo Switch",2,81,2023-07-30,"venba. Genres: Adventure, Simulation, Arcade, Casual, Indie. Available on: PC, Xbox Series S/X, Nintendo Switch. Released: 2023-07-30","Singleplayer, Steam Achievements, Full controller support, Atmospheric, Story Rich, Female Protagonist, Choices Matter, Crafting"
SNK 40th ANNIVERSARY COLLECTION,"Action, Arcade","Nintendo Switch, PlayStation 4, Xbox One, PC",1,71,2018-11-13,"snk 40th anniversary collection. Genres: Action, Arcade. Available on: Nintendo Switch, PlayStation 4, Xbox One, PC. Released: 2018-11-13","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Co-op, 2D, Classic, Local Co-Op"
Tekken 2 (1995),Fighting,PlayStation,,80,1995-09-29,tekken 2. Genres: Fighting. Available on: PlayStation. Released: 1995-09-29,"Singleplayer, Multiplayer, Controller, exclusive, console, planet, memory, fighter"
The Persistence,"Action, Adventure, Indie","Xbox One, Nintendo Switch, PC, PlayStation 4",5,54,2018-07-24,"the persistence. Genres: Action, Adventure, Indie. Available on: Xbox One, Nintendo Switch, PC, PlayStation 4. Released: 2018-07-24","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Co-op, First-Person, Horror"
Another Lost Phone: Laura's Story,"Adventure, Casual, Indie, Puzzle","Nintendo Switch, Android, iOS, PC, macOS, Linux",2,76,2017-09-20,"another lost phone lauras story. Genres: Adventure, Casual, Indie, Puzzle. Available on: Nintendo Switch, Android, iOS, PC, macOS, Linux. Released: 2017-09-20","Singleplayer, Great Soundtrack, Story Rich, Mystery, Short, Detective, Narration, Interactive Fiction"
Star Citizen,"Action, Shooter, Adventure, Simulation",PC,3,70,2025-12-11,"star citizen. Genres: Action, Shooter, Adventure, Simulation. Available on: PC. Released: 2025-12-11","Multiplayer, Atmospheric, Open World, First-Person, Sci-fi, FPS, Exploration, Sandbox"
Ace of Spades,"Action, Shooter",PC,3,62,2012-12-12,"ace of spades. Genres: Action, Shooter. Available on: PC. Released: 2012-12-12","Action, Shooter"
Marlow Briggs,"Action, Adventure",Xbox 360,2,50,2013-09-20,"marlow briggs. Genres: Action, Adventure. Available on: Xbox 360. Released: 2013-09-20","combat, Epic, hero, death, challenge, ancient"
Guilty Gear Xrd REV 2,Fighting,PlayStation 4,,78,2017-05-26,guilty gear xrd rev 2. Genres: Fighting. Available on: PlayStation 4. Released: 2017-05-26,"Story, apocalypse, brawler"
Daily Chthonicle: Editor's Edition,"Adventure, RPG, Simulation, Casual, Indie",PC,4,55,2016-09-30,"daily chthonicle editors edition. Genres: Adventure, RPG, Simulation, Casual, Indie. Available on: PC. Released: 2016-09-30","Singleplayer, steam-trading-cards, RPG, Horror, Noir, Lovecraftian"
Cockroach Simulator,"Simulation, Indie","PC, macOS, Linux",2,44,2016-09-16,"cockroach simulator. Genres: Simulation, Indie. Available on: PC, macOS, Linux. Released: 2016-09-16","Multiplayer, steam-trading-cards, Horror, Funny, Online multiplayer, Nudity, Survival Horror"
Take Thy Throne,"Action, Adventure, Strategy, Casual, Massively Multiplayer, Indie",PC,4,20,2016-07-05,"take thy throne. Genres: Action, Adventure, Strategy, Casual, Massively Multiplayer, Indie. Available on: PC. Released: 2016-07-05","Singleplayer, Steam Achievements, Multiplayer, steam-trading-cards, Co-op, Partial Controller Support, Online Co-Op, Online multiplayer"
Gone In November,"Adventure, Indie",PC,3,30,2016-08-18,"gone in november. Genres: Adventure, Indie. Available on: PC. Released: 2016-08-18","Singleplayer, steam-trading-cards, First-Person, Walking Simulator"
Secrets of Grindea,"Action, Adventure, RPG, Indie",PC,6,78,2015-07-12,"secrets of grindea. Genres: Action, Adventure, RPG, Indie. Available on: PC. Released: 2015-07-12","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Great Soundtrack, RPG, Co-op"
Anima: Gate of memories,"Action, Adventure, RPG, Fighting","macOS, PC, Linux, PlayStation 4, Nintendo Switch, Xbox One",3,65,2016-06-01,"anima gate of memories. Genres: Action, Adventure, RPG, Fighting. Available on: macOS, PC, Linux, PlayStation 4, Nintendo Switch, Xbox One. Released: 2016-06-01","Singleplayer, Steam Achievements, Steam Cloud, steam-trading-cards, RPG, Story Rich, Open World, Third Person"
Patch Quest,"Action, Adventure, Indie",PC,2,73,2021-05-07,"patch quest. Genres: Action, Adventure, Indie. Available on: PC. Released: 2021-05-07","Singleplayer, Multiplayer, Full controller support, Co-op, cooperative, 2D, Difficult, Split Screen"
Book of Yog,"Adventure, RPG, Strategy, Casual, Indie",PC,1,37,2020-01-01,"book of yog. Genres: Adventure, RPG, Strategy, Casual, Indie. Available on: PC. Released: 2020-01-01","Singleplayer, RPG, Free to Play, Online multiplayer, Early Access, Clicker"
Gran Turismo,Racing,PlayStation,,86,1997-12-22,gran turismo. Genres: Racing. Available on: PlayStation. Released: 1997-12-22,"Singleplayer, Multiplayer, exclusive, true exclusive"
PixARK,"Action, Adventure, RPG, Strategy, Casual, Massively Multiplayer","Nintendo Switch, Xbox One, PlayStation 4, PC",4,48,2018-03-27,"pixark. Genres: Action, Adventure, RPG, Strategy, Casual, Massively Multiplayer. Available on: Nintendo Switch, Xbox One, PlayStation 4, PC. Released: 2018-03-27","Singleplayer, Multiplayer, RPG, Online Co-Op, Online multiplayer, Local Co-Op, Local Multiplayer, Early Access"
Need for Speed World,"Racing, Arcade, Massively Multiplayer",PC,2,59,2010-07-27,"need for speed world. Genres: Racing, Arcade, Massively Multiplayer. Available on: PC. Released: 2010-07-27","Racing, Arcade, Massively Multiplayer"
Mario & Luigi: Superstar Saga,RPG,Game Boy Advance,18,87,2003-11-17,mario luigi superstar saga. Genres: RPG. Available on: Game Boy Advance. Released: 2003-11-17,"Singleplayer, Multiplayer, role-playing"
Strikey Sisters,"Action, Adventure, Indie","Nintendo Switch, PC, Linux, macOS",3,56,2017-06-01,"strikey sisters. Genres: Action, Adventure, Indie. Available on: Nintendo Switch, PC, Linux, macOS. Released: 2017-06-01","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Great Soundtrack, Co-op, cooperative"
Dreamscapes: The Sandman - Premium Edition,Adventure,PC,2,0,2014-04-16,dreamscapes the sandman premium edition. Genres: Adventure. Available on: PC. Released: 2014-04-16,"Singleplayer, Point & Click, Hidden Object"
Spate,"Action, Adventure, Indie","macOS, PC, Linux",1,56,2014-03-27,"spate. Genres: Action, Adventure, Indie. Available on: macOS, PC, Linux. Released: 2014-03-27","Singleplayer, Atmospheric, Partial Controller Support, Horror, Short, Walking Simulator, Steampunk, Surreal"
Void Invaders,"Action, Indie","PC, Linux",4,0,2015-08-14,"void invaders. Genres: Action, Indie. Available on: PC, Linux. Released: 2015-08-14","Singleplayer, Steam Achievements, Full controller support, steam-trading-cards, Great Soundtrack, Steam Leaderboards, Retro, Shoot 'Em Up"
Paranormal State: Poison Spring,"Adventure, Casual, Indie","macOS, PC, Linux",4,0,2014-04-09,"paranormal state poison spring. Genres: Adventure, Casual, Indie. Available on: macOS, PC, Linux. Released: 2014-04-09","Singleplayer, Steam Achievements, steam-trading-cards, Horror, Point & Click, Post-apocalyptic, Hidden Object"
Supreme League of Patriots,"Adventure, Indie","PC, Linux, macOS",5,0,2015-01-29,"supreme league of patriots. Genres: Adventure, Indie. Available on: PC, Linux, macOS. Released: 2015-01-29","Singleplayer, Steam Achievements, Steam Cloud, steam-trading-cards, Comedy, Point & Click, Captions available, Comic Book"
BitMaster,"Action, Indie","macOS, PC, Linux, Xbox One",3,45,2016-10-12,"bitmaster. Genres: Action, Indie. Available on: macOS, PC, Linux, Xbox One. Released: 2016-10-12","Singleplayer, Full controller support, steam-trading-cards, Twin Stick Shooter"
Clicker Guild,,PC,2,45,2016-12-16,clicker guild. Available on: PC. Released: 2016-12-16,"Singleplayer, Steam Achievements, steam-trading-cards, Free to Play, In-App Purchases, Clicker"
Serious Sam VR: The Second Encounter,"Action, Indie","Linux, PC",1,61,2017-04-04,"serious sam vr the second encounter. Genres: Action, Indie. Available on: Linux, PC. Released: 2017-04-04","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Co-op, cooperative, First-Person"
PULSAR: Lost Colony,"Action, Adventure, Simulation, Indie","macOS, PC, Linux",5,69,2015-09-15,"pulsar lost colony. Genres: Action, Adventure, Simulation, Indie. Available on: macOS, PC, Linux. Released: 2015-09-15","Singleplayer, Multiplayer, Co-op, Open World, cooperative, First-Person, Sci-fi, Partial Controller Support"
Ghost of Yotei,"Action, RPG",PlayStation 5,,84,2025-10-02,"ghost of yotei. Genres: Action, RPG. Available on: PlayStation 5. Released: 2025-10-02","Action, RPG"
Gas Station Simulator: Prologue - Early Days,"Simulation, Casual",PC,1,57,2021-04-28,"gas station simulator prologue early days. Genres: Simulation, Casual. Available on: PC. Released: 2021-04-28","Singleplayer, Steam Achievements, Atmospheric, First-Person, Steam Leaderboards, Family Friendly, Choices Matter, 3D"
Just Dance 2020,Sports,"PlayStation 4, Nintendo Switch, PC, Wii, Xbox One",,75,2019-11-05,"just dance 2020. Genres: Sports. Available on: PlayStation 4, Nintendo Switch, PC, Wii, Xbox One. Released: 2019-11-05","Multiplayer, Funny, Music, party, dance, song, family-game"
Zup! 8,"Casual, Indie, Puzzle",PC,3,43,2018-02-22,"zup 8. Genres: Casual, Indie, Puzzle. Available on: PC. Released: 2018-02-22","Singleplayer, Steam Achievements, steam-trading-cards, 2D, Short, Physics, Relaxing, Minimalist"
Xenogears (1998),RPG,PlayStation,,87,1998-02-11,xenogears. Genres: RPG. Available on: PlayStation. Released: 1998-02-11,"Singleplayer, Multiplayer, RPG, Controller, exclusive, memory, square"
Animal Crossing,"RPG, Simulation","Nintendo 64, GameCube",,83,2001-04-14,"animal crossing. Genres: RPG, Simulation. Available on: Nintendo 64, GameCube. Released: 2001-04-14","Singleplayer, 3D, Animals, Life Simulation, nintendo"
Little Witch Academia: Chamber of Time,"Action, Adventure, RPG","PlayStation 4, PC",3,50,2018-05-15,"little witch academia chamber of time. Genres: Action, Adventure, RPG. Available on: PlayStation 4, PC. Released: 2018-05-15","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, RPG, Online Co-Op, Female Protagonist"
Spider-Man: Homecoming - Virtual Reality Experience,"Action, Adventure","PC, PlayStation 4",1,51,2017-06-30,"spider man homecoming virtual reality experience. Genres: Action, Adventure. Available on: PC, PlayStation 4. Released: 2017-06-30","Singleplayer, VR"
F.E.A.R. Perseus Mandate,"Action, Shooter",PC,7,77,2007-11-06,"fear perseus mandate. Genres: Action, Shooter. Available on: PC. Released: 2007-11-06","Action, Shooter"
Soldier of Fortune,"Action, Shooter","PlayStation 2, Dreamcast, Linux, PC",6,83,2000-02-29,"soldier of fortune. Genres: Action, Shooter. Available on: PlayStation 2, Dreamcast, Linux, PC. Released: 2000-02-29","Singleplayer, Multiplayer"
Might and Magic 7: For Blood and Honor,RPG,PC,1,83,1999-06-09,might and magic 7 for blood and honor. Genres: RPG. Available on: PC. Released: 1999-06-09,"Singleplayer, Fantasy, role-playing, Turn-Based, Team-Based, Real-Time, cloud saves, evil"
Stranded In Time,"Adventure, Casual, Indie","PC, Linux, macOS",4,0,2015-07-17,"stranded in time. Genres: Adventure, Casual, Indie. Available on: PC, Linux, macOS. Released: 2015-07-17","Singleplayer, steam-trading-cards, Female Protagonist, Point & Click"
Airport Simulator 2014,Simulation,PC,1,42,2013-12-19,airport simulator 2014. Genres: Simulation. Available on: PC. Released: 2013-12-19,"Singleplayer, Steam Cloud, Horror, Management, Dating Sim"
OMG Zombies!,"Action, Strategy","PS Vita, Nintendo Switch, PC",4,52,2012-10-17,"omg zombies. Genres: Action, Strategy. Available on: PS Vita, Nintendo Switch, PC. Released: 2012-10-17","Singleplayer, Steam Achievements, Full controller support, steam-trading-cards, 2D, Gore, Steam Leaderboards, Zombies"
NAM,Action,"PC, macOS, Linux",1,67,1998-07-30,"nam. Genres: Action. Available on: PC, macOS, Linux. Released: 1998-07-30","Singleplayer, FPS, Classic, Retro, War, 1990's"
Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition,"Action, Adventure, Indie","PC, macOS",2,52,2014-01-03,"unearthed trail of ibn battuta episode 1 gold ed 2. Genres: Action, Adventure, Indie. Available on: PC, macOS. Released: 2014-01-03","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, steam-trading-cards, Steam Leaderboards, Action-Adventure"
Esenthel Engine,Educational,"macOS, PC, Linux",1,0,,"esenthel engine. Genres: Educational. Available on: macOS, PC, Linux","Education, Utilities, Design & Illustration, Animation & Modeling, Software, Game Development, Software Training"
Melody's Escape,Indie,"macOS, PC, Linux",3,72,2016-05-20,"melodys escape. Genres: Indie. Available on: macOS, PC, Linux. Released: 2016-05-20","Singleplayer, Steam Achievements, Full controller support, Atmospheric, steam-trading-cards, Great Soundtrack, 2D, Difficult"
Reassembly,"Action, Strategy, Indie","Linux, PC, macOS",4,70,2015-02-18,"reassembly. Genres: Action, Strategy, Indie. Available on: Linux, PC, macOS. Released: 2015-02-18","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, Great Soundtrack, Open World"
POLYWAR,"Action, Casual, Massively Multiplayer, Indie",PC,4,37,2016-12-30,"polywar. Genres: Action, Casual, Massively Multiplayer, Indie. Available on: PC. Released: 2016-12-30","Multiplayer, FPS, Free to Play, Online multiplayer, PvP, Cute, 3D, Colorful"
ANOMALOUS COFFEE MACHINE,"Simulation, Indie","PC, Linux, macOS, Android",5,82,2024-08-11,"anomalous coffee machine. Genres: Simulation, Indie. Available on: PC, Linux, macOS, Android. Released: 2024-08-11","Singleplayer, Steam Achievements, 2D, Horror, Female Protagonist, Anime, Nudity, Cute"
Wild Hearts,"Action, Adventure","PC, PlayStation 5, Xbox Series S/X",4,58,2023-02-16,"wild hearts. Genres: Action, Adventure. Available on: PC, PlayStation 5, Xbox Series S/X. Released: 2023-02-16","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Co-op, cooperative, Third Person, Fantasy"
Alps and Dangerous Forests,Action,PC,,87,2017-07-29,alps and dangerous forests. Genres: Action. Available on: PC. Released: 2017-07-29,"NSFW, adult, eroge"
A Game of Thrones: The Board Game - Digital Edition,Strategy,"macOS, PC",1,64,2020-10-05,"a game of thrones the board game. Genres: Strategy. Available on: macOS, PC. Released: 2020-10-05","Singleplayer, Steam Achievements, Multiplayer, Fantasy, Local Multiplayer, PvP, Turn-Based Strategy, Online PvP"
Steel Circus,"Action, Sports, Massively Multiplayer",PC,1,43,2019-08-08,"steel circus. Genres: Action, Sports, Massively Multiplayer. Available on: PC. Released: 2019-08-08","Multiplayer, Online multiplayer, MOBA, Football"
Music Racer,"Action, Racing, Arcade, Casual, Indie","Android, PlayStation 4, Xbox One, Nintendo Switch, PC, iOS",2,64,2018-07-20,"music racer. Genres: Action, Racing, Arcade, Casual, Indie. Available on: Android, PlayStation 4, Xbox One, Nintendo Switch, PC, iOS. Released: 2018-07-20","Singleplayer, Steam Achievements, Partial Controller Support, Music, party, Rhythm, Music-Based Procedural Generation"
Star Control: Origins,"Action, Adventure, RPG, Strategy, Simulation, Indie",PC,5,58,2018-09-20,"star control origins 2017. Genres: Action, Adventure, RPG, Strategy, Simulation, Indie. Available on: PC. Released: 2018-09-20","Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, Atmospheric, RPG, Open World, Sci-fi"
PLANETS OF WAR,"Action, Adventure, Indie",PC,1,35,2017-06-30,"planets of war. Genres: Action, Adventure, Indie. Available on: PC. Released: 2017-06-30","Singleplayer, Steam Achievements, Space"
Luigi's Mansion: Dark Moon,"Action, Adventure",Nintendo 3DS,,81,2013-03-20,"luigis mansion dark moon. Genres: Action, Adventure. Available on: Nintendo 3DS. Released: 2013-03-20","exclusive, true exclusive"
Madden NFL 11,"Simulation, Sports","PSP, Xbox 360, Wii, PlayStation 2, PlayStation 3",,59,2010-07-04,"madden nfl 11. Genres: Simulation, Sports. Available on: PSP, Xbox 360, Wii, PlayStation 2, PlayStation 3. Released: 2010-07-04","party, fun, history, Football, speed, snow, blocks"
//SNOWFLAKE TATTOO//,"Action, Adventure, RPG, Indie",PC,4,20,2015-03-27,"snowflake tattoo. Genres: Action, Adventure, RPG, Indie. Available on: PC. Released: 2015-03-27","Singleplayer, steam-trading-cards, RPG"
Tap Tap Legions - Epic battles within 5 seconds!,"Action, Strategy, Casual, Indie","macOS, PC",1,47,2016-02-08,"tap tap legions epic battles within 5 seconds. Genres: Action, Strategy, Casual, Indie. Available on: macOS, PC. Released: 2016-02-08","Singleplayer, Steam Achievements, Multiplayer, Steam Leaderboards, Free to Play, Clicker"
Badland Bandits,"Action, RPG, Simulation, Racing, Massively Multiplayer","macOS, PC, Linux",1,0,2015-07-16,"badland bandits. Genres: Action, RPG, Simulation, Racing, Massively Multiplayer. Available on: macOS, PC, Linux. Released: 2015-07-16","Steam Achievements, Multiplayer, steam-trading-cards, RPG, Free to Play, Early Access, Steampunk"
Black Rose,"Adventure, Indie",PC,1,57,2016-03-15,"black rose. Genres: Adventure, Indie. Available on: PC. Released: 2016-03-15","Singleplayer, Multiplayer, First-Person, Partial Controller Support, Horror, Free to Play, Survival Horror"
Metaverse Construction Kit,"Simulation, Casual, Indie","PC, macOS",1,0,2015-12-06,"metaverse construction kit. Genres: Simulation, Casual, Indie. Available on: PC, macOS. Released: 2015-12-06","Singleplayer, Multiplayer, Partial Controller Support, Sandbox, Free to Play, Steam Workshop, Includes level editor, Crafting"
SweatShop,"Strategy, Casual, Indie","macOS, PC, Linux",3,0,2016-07-22,"sweatshop. Genres: Strategy, Casual, Indie. Available on: macOS, PC, Linux. Released: 2016-07-22","Singleplayer, Steam Achievements, steam-trading-cards, Clicker"
MISSING: An Interactive Thriller - Episode One,"Adventure, Indie","macOS, PC",1,68,2015-05-25,"missing an interactive thriller episode one. Genres: Adventure, Indie. Available on: macOS, PC. Released: 2015-05-25","Singleplayer, Steam Achievements, Steam Cloud, Great Soundtrack, Point & Click, Episodic, Interactive Fiction, FMV"
Real Warfare 1242,Strategy,PC,1,0,2011-11-30,real warfare 1242. Genres: Strategy. Available on: PC. Released: 2011-11-30,"Singleplayer, Steam Cloud, Historical, Medieval, RTS"
Project RPG,"Action, Adventure, RPG",PC,3,40,2017-01-10,"project rpg. Genres: Action, Adventure, RPG. Available on: PC. Released: 2017-01-10","Singleplayer, Steam Cloud, steam-trading-cards, RPG, Memes"
Lords of Xulima,"Adventure, RPG, Strategy, Indie","PC, macOS, Linux",8,67,2014-08-08,"lords of xulima. Genres: Adventure, RPG, Strategy, Indie. Available on: PC, macOS, Linux. Released: 2014-08-08","Singleplayer, Steam Achievements, Steam Cloud, steam-trading-cards, RPG, Fantasy, Steam Leaderboards, stats"
Kinectimals,"Simulation, Family","PC, iOS, Xbox 360",,57,2010-11-04,"kinectimals. Genres: Simulation, Family. Available on: PC, iOS, Xbox 360. Released: 2010-11-04","console, island, fall, animation, phone, pet"
Ratchet & Clank: Going Commando,"Action, Shooter, RPG, Platformer","PS Vita, PlayStation 2, PlayStation 3",,86,2003-11-11,"ratchet clank going commando. Genres: Action, Shooter, RPG, Platformer. Available on: PS Vita, PlayStation 2, PlayStation 3. Released: 2003-11-11","Story, work, planet, planets, galaxy"
iBomber Attack,"Action, Adventure, Arcade, Casual, Indie","Linux, macOS, Android, PC, iOS",1,50,2012-10-31,"ibomber attack. Genres: Action, Adventure, Arcade, Casual, Indie. Available on: Linux, macOS, Android, PC, iOS. Released: 2012-10-31","Singleplayer, Steam Cloud, Partial Controller Support"
Royal Defense,"Strategy, Casual, Indie","PlayStation 4, PS Vita, PC, macOS",5,48,2014-11-10,"royal defense. Genres: Strategy, Casual, Indie. Available on: PlayStation 4, PS Vita, PC, macOS. Released: 2014-11-10","Singleplayer, Steam Achievements, steam-trading-cards, Tower Defense"
RUNGORE: Beginner Experience,"Adventure, Strategy, Card, Indie",PC,1,60,2022-09-02,"rungore beginner experience. Genres: Adventure, Strategy, Card, Indie. Available on: PC. Released: 2022-09-02","Singleplayer, Steam Achievements, 2D, Horror, Fantasy, Difficult, Comedy, Pixel Graphics"
Hentai Girl Fantasy,"RPG, Simulation, Casual, Indie","PC, macOS",1,55,2019-10-28,"hentai girl fantasy. Genres: RPG, Simulation, Casual, Indie. Available on: PC, macOS. Released: 2019-10-28","Singleplayer, Steam Achievements, Steam Cloud"
Banyu Lintar Angin - Little Storm,"Casual, Indie","PC, macOS",1,60,2017-12-22,"banyu lintar angin little storm. Genres: Casual, Indie. Available on: PC, macOS. Released: 2017-12-22","Singleplayer, Free to Play"
Midair,"Action, Massively Multiplayer, Indie",PC,1,54,2017-08-25,"midair. Genres: Action, Massively Multiplayer, Indie. Available on: PC. Released: 2017-08-25","Multiplayer, cooperative, Online multiplayer, Early Access, stats"
1982,"Action, Casual, Indie",PC,1,45,2017-06-28,"game 1982. Genres: Action, Casual, Indie. Available on: PC. Released: 2017-06-28","Singleplayer, 2D, Sci-fi, Free to Play, Pixel Graphics, Retro, Shoot 'Em Up, Bullet Hell"
Runes of Magic,"Action, Adventure, RPG, Massively Multiplayer",PC,1,57,2009-03-19,"runes of magic. Genres: Action, Adventure, RPG, Massively Multiplayer. Available on: PC. Released: 2009-03-19","Multiplayer, RPG, Co-op, Online Co-Op, Free to Play, Online multiplayer, In-App Purchases, mmo"
Tony Hawk's American Wasteland,"Sports, Arcade","Xbox 360, PlayStation 2, Xbox, GameCube, PC",,82,2005-10-18,"tony hawks american wasteland. Genres: Sports, Arcade. Available on: Xbox 360, PlayStation 2, Xbox, GameCube, PC. Released: 2005-10-18","Singleplayer, Multiplayer"
Chernobyl Commando,Action,PC,1,24,2014-06-06,chernobyl commando. Genres: Action. Available on: PC. Released: 2014-06-06,"Singleplayer, FPS"
Earthworm Jim 3D,"Action, Adventure, Platformer","Nintendo 64, PC",1,60,1999-08-31,"earthworm jim 3d. Genres: Action, Adventure, Platformer. Available on: Nintendo 64, PC. Released: 1999-08-31","Singleplayer, Classic, 3D Platformer"
Among the Heavens,"Simulation, Casual","macOS, PC, Linux",4,40,2015-11-06,"among the heavens. Genres: Simulation, Casual. Available on: macOS, PC, Linux. Released: 2015-11-06","Singleplayer, Steam Achievements, Steam Cloud, steam-trading-cards, Match 3"
Robot Squad Simulator 2017,"Action, Simulation, Indie",PC,1,45,2016-10-20,"robot squad simulator 2017. Genres: Action, Simulation, Indie. Available on: PC. Released: 2016-10-20","Singleplayer, Steam Achievements"
TWINKLE STAR SPRITES,"Action, Shooter, Arcade","PC, iOS, Linux, macOS, Nintendo Switch, Xbox One, PlayStation 4",1,58,2016-12-24,"twinkle star sprites. Genres: Action, Shooter, Arcade. Available on: PC, iOS, Linux, macOS, Nintendo Switch, Xbox One, PlayStation 4. Released: 2016-12-24","Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, Co-op, Steam Leaderboards, Female Protagonist, Split Screen"
The NADI Project,"Adventure, Indie","PC, Linux, macOS",1,0,2016-06-01,"the nadi project. Genres: Adventure, Indie. Available on: PC, Linux, macOS. Released: 2016-06-01","Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, Great Soundtrack, Co-op, Story Rich, Open World"
Mr.President!,"Action, Adventure, Simulation, Indie",PC,3,64,2016-10-10,"mrpresident. Genres: Action, Adventure, Simulation, Indie. Available on: PC. Released: 2016-10-10","Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, steam-trading-cards, Horror, Funny, Gore"
Atelier Sophie: The Alchemist of the Mysterious Book,"Adventure, RPG","PC, PlayStation 3, PS Vita",10,78,2015-11-19,"atelier sophie the alchemist of the mysterious b 2. Genres: Adventure, RPG. Available on: PC, PlayStation 3, PS Vita. Released: 2015-11-19","Singleplayer, Steam Achievements, Great Soundtrack, RPG, Partial Controller Support, Horror, Fantasy, Female Protagonist"
Emporea: Realms of War and Magic,"RPG, Strategy, Massively Multiplayer, Indie","macOS, PC",1,0,2016-06-08,"emporea realms of war and magic. Genres: RPG, Strategy, Massively Multiplayer, Indie. Available on: macOS, PC. Released: 2016-06-08","Steam Achievements, Multiplayer, steam-trading-cards, RPG, Co-op, Free to Play, stats, Cross-Platform Multiplayer"
Hard Room,"Action, Indie",PC,4,38,2016-01-21,"hard room. Genres: Action, Indie. Available on: PC. Released: 2016-01-21","Singleplayer, Steam Achievements, Full controller support, steam-trading-cards, 2D, Difficult, GameMaker"
BATTLECREW Space Pirates,"Action, Indie",PC,1,40,2017-01-31,"battlecrew space pirates. Genres: Action, Indie. Available on: PC. Released: 2017-01-31","Steam Achievements, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, Co-op, cooperative, 2D"
Dead Man's Draw,"Strategy, Board Games, Casual, Card, Indie","PC, iOS",4,46,2013-10-01,"dead mans draw. Genres: Strategy, Board Games, Casual, Card, Indie. Available on: PC, iOS. Released: 2013-10-01","Singleplayer, Steam Achievements, Steam Cloud, steam-trading-cards, Card Game, Pirates"
Transformers: Revenge of the Fallen,"Action, Shooter","PlayStation 3, Xbox 360, Wii, PC",2,56,2009-06-23,"transformers 2. Genres: Action, Shooter. Available on: PlayStation 3, Xbox 360, Wii, PC. Released: 2009-06-23","Multiplayer, War, combat, Robots, achievements, battle, friends, Movie"
Lost Light,"Action, Massively Multiplayer",PC,2,41,2022-08-03,"lost light 2. Genres: Action, Massively Multiplayer. Available on: PC. Released: 2022-08-03","Multiplayer, Third Person, Sandbox, Survival, Free to Play, Third-Person Shooter, Early Access, PvP"
Turbo Golf Racing,"Action, Sports, Racing",PC,1,0,2022-08-04,"turbo golf racing. Genres: Action, Sports, Racing. Available on: PC. Released: 2022-08-04","Singleplayer, Multiplayer, Full controller support, Controller, Early Access, PvP, Character Customization, 3D"
There Is No Light,"Action, Adventure, RPG, Indie",PC,1,65,2022-09-19,"there is no light 2. Genres: Action, Adventure, RPG, Indie. Available on: PC. Released: 2022-09-19","Singleplayer, Full controller support, Atmospheric, Great Soundtrack, RPG, 2D, Sci-fi, Fantasy"
WWE SmackDown! vs. Raw 2007,"Action, Sports, Arcade, Fighting","Xbox 360, PlayStation 2, PSP",,75,2006-11-10,"smackdown vs raw 2007. Genres: Action, Sports, Arcade, Fighting. Available on: Xbox 360, PlayStation 2, PSP. Released: 2006-11-10","Action, Sports, Arcade, Fighting"
Oninaki,"Action, RPG","Nintendo Switch, PlayStation 4, PC",5,50,2019-08-22,"oninaki. Genres: Action, RPG. Available on: Nintendo Switch, PlayStation 4, PC. Released: 2019-08-22","Singleplayer, Steam Achievements, Full controller support, RPG, Violent, role-playing"
